transaction_id,customer_id,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag
TXN-2024-000034,AU-CUST00495,ACC00000638,ACC00001092,97.27,AUD,Payment,2025-09-16,13:21:33,Payee-001092,Rent payment,Card Payment,DEV-UST00495,Samsung Galaxy S23,203.172.125.166,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-000035,AU-CUST00401,ACC00000520,ACC00000659,33.93,AUD,Payment,2025-03-29,22:12:40,Payee-000659,Grocery shopping,Online Banking,DEV-UST00401,Samsung Galaxy S23,203.71.252.184,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-000036,AU-CUST00612,ACC00000783,ACC00000265,23.58,AUD,Payment,2025-04-01,08:55:56,Payee-000265,Transfer to savings,Mobile Banking,DEV-UST00612,Samsung Galaxy S23,203.79.8.39,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-000037,AU-CUST00144,ACC00000187,ACC00000593,13.68,AUD,Payment,2025-02-14,23:15:27,Payee-000593,Grocery shopping,Mobile Banking,DEV-UST00144,iPhone 14,203.216.96.221,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000038,AU-CUST00468,ACC00000605,ACC00001030,9770.86,AUD,Transfer,2025-08-12,23:38:52,Payee-001030,Supplier payment,Mobile Banking,UNK-5854,Unknown iPhone,107.135.163.69,AU,False,Blocked,True,App Invoice Fraud pattern detected,True,APP_INVOICE_FRAUD,86,Low,Medium,Medium,False,False
TXN-2024-000039,AU-CUST00737,ACC00000941,ACC00001088,402.36,AUD,Payment,2025-03-31,14:26:52,Payee-001088,Bill payment,Online Banking,DEV-UST00737,Samsung Galaxy S23,203.127.101.82,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-000040,AU-CUST00842,ACC00001072,ACC00000778,44.55,AUD,Payment,2025-06-18,07:53:41,Payee-000778,Transfer to savings,Mobile Banking,DEV-UST00842,iPhone 13,203.87.100.45,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-000041,AU-CUST00274,ACC00000356,ACC00000669,5.0,AUD,Payment,2025-06-02,14:11:36,Payee-000669,Online purchase,Online Banking,DEV-UST00274,iPhone 14,203.128.216.147,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-000042,AU-CUST00596,ACC00000762,ACC00001023,31.67,AUD,Payment,2025-02-01,15:02:37,Payee-001023,Utilities,Mobile Banking,DEV-UST00596,iPhone 13,203.10.58.106,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-000043,AU-CUST00296,ACC00000383,ACC00001153,584.42,AUD,Payment,2024-10-25,13:12:14,Payee-001153,Online purchase,Online Banking,DEV-UST00296,iPhone 14,203.109.136.160,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000044,AU-CUST00787,ACC00001002,ACC00001009,27.84,AUD,Payment,2025-06-28,07:14:49,Payee-001009,Online purchase,Mobile Banking,DEV-UST00787,iPhone 14,203.107.148.216,AU,True,Pending,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-000045,AU-CUST00351,ACC00000450,ACC00001228,5.63,AUD,Payment,2025-09-09,17:14:28,Payee-001228,Salary payment,Card Payment,DEV-UST00351,Samsung Galaxy S23,203.212.38.25,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-000046,AU-CUST00669,ACC00000854,ACC00001054,27.06,AUD,Payment,2025-08-15,17:13:11,Payee-001054,Salary payment,ATM,DEV-UST00669,Samsung Galaxy S23,203.77.77.194,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-000047,AU-CUST00422,ACC00000548,ACC00000063,183.76,AUD,Payment,2025-06-28,02:15:40,Payee-000063,Fuel,Branch,DEV-UST00422,iPhone 13,203.116.53.116,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000048,AU-CUST00263,ACC00000339,ACC00000025,40.92,AUD,Payment,2024-10-25,16:16:00,Payee-000025,Utilities,Online Banking,DEV-UST00263,Samsung Galaxy S23,203.73.119.221,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-000049,AU-CUST00572,ACC00000731,ACC00000758,11.78,AUD,Payment,2025-07-09,04:19:37,Payee-000758,Insurance,ATM,DEV-UST00572,iPhone 14,203.163.46.102,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-000050,AU-CUST00620,ACC00000792,ACC00001214,5588.25,AUD,Transfer,2025-05-19,02:14:52,Payee-001214,Emergency help,Online Banking,DEV-UST00620,Google Pixel 7,24.32.149.36,AU,True,Completed,True,App Romance Scam pattern detected,True,APP_ROMANCE_SCAM,70,Low,Medium,Medium,False,False
TXN-2024-000051,AU-CUST00679,ACC00000866,ACC00000380,180.85,AUD,Payment,2025-04-22,07:25:34,Payee-000380,Rent payment,Mobile Banking,DEV-UST00679,Samsung Galaxy S23,203.4.253.41,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000052,AU-CUST00788,ACC00001004,ACC00001226,502.85,AUD,Payment,2025-03-29,14:54:11,Payee-001226,Utilities,Mobile Banking,DEV-UST00788,Samsung Galaxy S23,203.160.150.148,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-000053,AU-CUST00672,ACC00000857,ACC00001080,876.76,AUD,Payment,2025-09-05,15:24:43,Payee-001080,Insurance,Mobile Banking,DEV-UST00672,iPhone 13,203.19.47.226,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-000054,AU-CUST00848,ACC00001080,ACC00000179,91.07,AUD,Payment,2025-05-29,19:32:29,Payee-000179,Grocery shopping,Mobile Banking,DEV-UST00848,iPhone 13,203.167.83.130,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-000055,AU-CUST00415,ACC00000538,ACC00000627,45.96,AUD,Payment,2025-04-12,06:29:04,Payee-000627,Grocery shopping,Mobile Banking,DEV-UST00415,Samsung Galaxy S23,203.143.19.150,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-000056,AU-CUST00503,ACC00000646,ACC00000281,10749.55,AUD,Transfer,2025-05-01,19:37:38,Payee-000281,Invoice payment,Online Banking,UNK-7679,Unknown iPhone,230.198.203.26,AU,False,Blocked,True,App Invoice Fraud pattern detected,True,APP_INVOICE_FRAUD,82,Low,High,Medium,True,False
TXN-2024-000057,AU-CUST00474,ACC00000612,ACC00000100,137.93,AUD,Payment,2025-09-19,04:13:55,Payee-000100,Fuel,Mobile Banking,DEV-UST00474,Samsung Galaxy S23,203.119.146.170,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-000058,AU-CUST00574,ACC00000734,ACC00000877,606.4,AUD,Payment,2025-09-25,00:33:59,Payee-000877,Online purchase,Mobile Banking,DEV-UST00574,iPhone 14,203.228.220.218,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-000059,AU-CUST00137,ACC00000178,ACC00000273,410.1,AUD,Payment,2024-11-24,03:23:21,Payee-000273,Grocery shopping,Online Banking,DEV-UST00137,iPhone 13,203.215.160.65,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-000060,AU-CUST00852,ACC00001084,ACC00000710,55.49,AUD,Payment,2025-04-03,02:11:56,Payee-000710,Salary payment,Card Payment,DEV-UST00852,iPhone 13,203.20.42.23,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-000061,AU-CUST00518,ACC00000662,ACC00000855,11.46,AUD,Payment,2024-09-03,22:06:23,Payee-000855,Grocery shopping,Mobile Banking,DEV-UST00518,iPhone 13,203.174.189.237,AU,True,Pending,False,,False,LEGITIMATE,34,Low,Low,Low,False,False
TXN-2024-000062,AU-CUST00550,ACC00000702,ACC00000548,98.55,AUD,Payment,2025-05-08,01:32:44,Payee-000548,Grocery shopping,Mobile Banking,DEV-UST00550,iPhone 14,203.154.110.234,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-000063,AU-CUST00877,ACC00001113,ACC00000101,62.18,AUD,Payment,2025-05-27,16:15:16,Payee-000101,Salary payment,Online Banking,DEV-UST00877,iPhone 13,203.197.23.118,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-000064,AU-CUST00456,ACC00000590,ACC00000088,144.31,AUD,Payment,2025-04-27,12:49:49,Payee-000088,Grocery shopping,Mobile Banking,DEV-UST00456,iPhone 13,203.179.179.115,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000065,AU-CUST00451,ACC00000584,ACC00000481,8.91,AUD,Payment,2024-04-25,11:48:43,Payee-000481,Rent payment,Mobile Banking,DEV-UST00451,iPhone 14,203.199.43.175,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000066,AU-CUST00561,ACC00000717,ACC00000055,19.53,AUD,Payment,2024-11-18,05:17:50,Payee-000055,Grocery shopping,Mobile Banking,DEV-UST00561,Samsung Galaxy S23,203.110.223.15,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-000067,AU-CUST00937,ACC00001190,ACC00001106,9000.0,AUD,Transfer,2025-06-09,03:09:51,Payee-001106,P2P transfer,ATM,DEV-UST00937,Samsung Galaxy S23,38.137.229.83,AU,True,Blocked,True,Mule Activity pattern detected,True,MULE_ACTIVITY,93,Low,Medium,High,False,True
TXN-2024-000068,AU-CUST00250,ACC00000322,ACC00000211,310.37,AUD,Payment,2025-07-04,11:30:50,Payee-000211,Salary payment,Branch,DEV-UST00250,iPhone 13,203.195.26.192,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-000069,AU-CUST00153,ACC00000198,ACC00000038,89.32,AUD,Payment,2025-04-01,15:32:35,Payee-000038,Utilities,Mobile Banking,DEV-UST00153,iPhone 14,203.167.148.126,AU,True,Completed,False,,False,LEGITIMATE,31,Low,Low,Low,False,False
TXN-2024-000070,AU-CUST00105,ACC00000137,ACC00000178,7.68,AUD,Payment,2025-08-30,15:55:57,Payee-000178,Bill payment,Card Payment,DEV-UST00105,iPhone 14,203.79.165.160,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-000071,AU-CUST00731,ACC00000935,ACC00000883,673.28,AUD,Payment,2024-11-15,15:12:26,Payee-000883,Restaurant,Mobile Banking,DEV-UST00731,iPhone 13,203.166.70.239,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000072,AU-CUST00012,ACC00000014,ACC00000747,37.62,AUD,Payment,2024-12-23,10:25:41,Payee-000747,Transfer to savings,Mobile Banking,DEV-UST00012,iPhone 14,203.194.8.204,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-000073,AU-CUST00702,ACC00000898,ACC00000857,126.71,AUD,Payment,2025-05-09,00:48:10,Payee-000857,Insurance,Online Banking,DEV-UST00702,Samsung Galaxy S23,203.77.217.161,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-000074,AU-CUST00883,ACC00001122,ACC00000440,26.64,AUD,Payment,2025-04-22,20:40:08,Payee-000440,Grocery shopping,ATM,DEV-UST00883,iPhone 13,203.196.186.10,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-000075,AU-CUST00678,ACC00000865,ACC00000407,104.46,AUD,Payment,2025-06-09,08:12:42,Payee-000407,Online purchase,Online Banking,DEV-UST00678,Samsung Galaxy S23,203.20.38.87,AU,True,Pending,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-000076,AU-CUST00168,ACC00000217,ACC00000852,675.5,AUD,Payment,2025-04-10,16:27:20,Payee-000852,Transfer to savings,Mobile Banking,DEV-UST00168,iPhone 13,203.69.140.31,AU,True,Pending,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-000077,AU-CUST00659,ACC00000841,ACC00000143,682.05,AUD,Payment,2025-05-21,19:00:43,Payee-000143,Restaurant,ATM,DEV-UST00659,Samsung Galaxy S23,203.131.46.233,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-000078,AU-CUST00432,ACC00000562,ACC00000500,1035.3,AUD,Payment,2025-04-14,23:18:44,Payee-000500,Utilities,ATM,DEV-UST00432,iPhone 14,203.32.248.115,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-000079,AU-CUST00024,ACC00000029,ACC00000130,27.13,AUD,Payment,2025-09-05,20:39:21,Payee-000130,Grocery shopping,Online Banking,DEV-UST00024,iPhone 13,203.141.209.49,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-000080,AU-CUST00196,ACC00000251,ACC00000538,204.9,AUD,Payment,2025-05-16,21:13:02,Payee-000538,Salary payment,Card Payment,DEV-UST00196,iPhone 13,203.143.125.78,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-000081,AU-CUST00738,ACC00000942,ACC00001229,5.0,AUD,Payment,2025-01-09,07:48:02,Payee-001229,Fuel,Card Payment,DEV-UST00738,iPhone 14,203.226.216.127,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-000082,AU-CUST00558,ACC00000712,ACC00001079,115.22,AUD,Payment,2025-05-28,15:55:18,Payee-001079,Salary payment,Online Banking,DEV-UST00558,Samsung Galaxy S23,203.187.89.139,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-000083,AU-CUST00491,ACC00000634,ACC00000859,1792.11,AUD,Payment,2024-09-29,10:28:00,Payee-000859,Utilities,Mobile Banking,DEV-UST00491,iPhone 14,203.69.159.24,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000084,AU-CUST00773,ACC00000985,ACC00000834,7.27,AUD,Payment,2025-09-08,11:21:51,Payee-000834,Restaurant,ATM,DEV-UST00773,Samsung Galaxy S23,203.245.124.158,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-000085,AU-CUST00521,ACC00000665,ACC00000477,14.34,AUD,Payment,2025-07-23,18:59:09,Payee-000477,Transfer to savings,Card Payment,DEV-UST00521,iPhone 14,203.176.192.1,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-000086,AU-CUST00968,ACC00001228,ACC00000895,49.61,AUD,Payment,2025-06-22,23:04:08,Payee-000895,Bill payment,Mobile Banking,DEV-UST00968,iPhone 14,203.103.10.194,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-000087,AU-CUST00051,ACC00000065,ACC00001057,41.51,AUD,Payment,2024-12-11,15:08:00,Payee-001057,Utilities,Mobile Banking,DEV-UST00051,iPhone 13,203.92.61.67,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-000088,AU-CUST00281,ACC00000364,ACC00000710,284.29,AUD,Payment,2025-07-06,04:08:33,Payee-000710,Utilities,Mobile Banking,DEV-UST00281,iPhone 14,203.56.253.110,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-000089,AU-CUST00185,ACC00000239,ACC00000132,252.09,AUD,Payment,2025-01-14,08:32:45,Payee-000132,Insurance,Online Banking,DEV-UST00185,Samsung Galaxy S23,203.97.171.130,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-000090,AU-CUST00404,ACC00000525,ACC00000881,5.0,AUD,Payment,2025-08-26,06:04:15,Payee-000881,Bill payment,Online Banking,DEV-UST00404,iPhone 13,203.244.232.150,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000091,AU-CUST00911,ACC00001156,ACC00000161,9.87,AUD,Payment,2025-02-19,23:58:26,Payee-000161,Rent payment,Branch,DEV-UST00911,iPhone 14,203.174.43.182,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-000092,AU-CUST00401,ACC00000520,ACC00000411,49.11,AUD,Payment,2025-03-21,00:28:51,Payee-000411,Rent payment,ATM,DEV-UST00401,iPhone 14,203.130.112.212,AU,True,Pending,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-000093,AU-CUST00310,ACC00000401,ACC00000251,23.16,AUD,Payment,2025-04-29,13:56:26,Payee-000251,Insurance,Branch,DEV-UST00310,Samsung Galaxy S23,203.90.174.228,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-000094,AU-CUST00083,ACC00000108,ACC00000064,125.0,AUD,Payment,2024-12-07,04:36:39,Payee-000064,Restaurant,Mobile Banking,DEV-UST00083,Samsung Galaxy S23,203.190.101.144,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-000095,AU-CUST00387,ACC00000500,ACC00000969,136.04,AUD,Payment,2025-01-07,16:13:14,Payee-000969,Online purchase,Mobile Banking,DEV-UST00387,iPhone 14,203.30.139.32,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-000096,AU-CUST00228,ACC00000291,ACC00000819,5.0,AUD,Payment,2025-08-14,23:06:49,Payee-000819,Online purchase,Mobile Banking,DEV-UST00228,iPhone 13,203.94.253.224,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
